sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
06916c31d3c09191e3865bab05adfff2e6362662,2021-11-25,97.0.4692.20 dev,563.6165484112466,96.0a1,1568.3894102655624,135 preview,3452.809524961295
2c4d3746975998c5e0fd3ca8fd33f7dc23cb4bd2,2021-11-26,97.0.4692.20 dev,564.2993102039413,96.0a1,1568.4653748412945,135 preview,3450.953643113295
b772ca18865a09f3307440a9a756cb08fc0028a6,2021-11-28,97.0.4692.20 dev,572.7987012294968,96.0a1,1570.904690910304,135 preview,3450.3229916434598
9811accad612849822802ab82e168a198cd89805,2021-11-29,97.0.4692.20 dev,572.7943531689638,96.0a1,1565.2822677874433,135 preview,3449.5834045416573
82da62306f4bcd969660d529b95c03aa93390f05,2021-11-30,97.0.4692.20 dev,575.0747362744423,96.0a1,1567.8843214959745,135 preview,3456.4665652531125
e52234647f628070de56411ab29a4fba73e8d527,2021-12-01,98.0.4736.0 dev,562.9849287009691,96.0a1,1573.2482627540335,135 preview,3467.4274436194864
018cb906966ebc83db9a59224f1841e99bfb34b9,2021-12-02,98.0.4736.0 dev,566.5197293361041,96.0a1,1551.2425724345592,135 preview,3475.8189433266894
1408b119ac563b427a3e00a5514eef697c8da268,2021-12-03,98.0.4736.0 dev,565.7011138168281,96.0a1,1547.949745112356,135 preview,3495.2569614389963
30ee866f76ff9e2044a64526af83dc53118d49f3,2021-12-04,98.0.4736.0 dev,566.8017550018951,96.0a1,1555.0685970602444,135 preview,3482.072761131225
d1c516b96f166825b0c12fcb49d0cba7360a9ed5,2021-12-05,98.0.4736.0 dev,566.9447112239975,96.0a1,1553.8370230857186,135 preview,3483.0783847024604
f294f587fdba42782cf64cbb6f42108fc661387a,2021-12-06,98.0.4736.0 dev,568.697587994149,96.0a1,1557.708235557716,135 preview,3478.7193142934316
bb6f7ec5764bb27b8e3c095f3b8f187420433fb2,2021-12-07,98.0.4736.0 dev,567.106551502382,97.0a1,1556.789472698061,135 preview,3485.9166391325352
970a7df41e6a2d12d3b6575fd8944b0e7c72c74b,2021-12-08,98.0.4750.0 dev,558.6493776332928,97.0a1,1560.0748438375574,135 preview,3486.769225722708
5f5d0c28939d0b5428264d3d62e5a000d000c5db,2021-12-09,98.0.4750.0 dev,576.6122278785098,97.0a1,1567.07067733522,136 preview,3403.1203129955866
dd713e2ed5abe4ef7863a8c25ea827003b919f75,2021-12-10,98.0.4750.0 dev,575.1625306726927,97.0a1,1566.3409684244134,136 preview,3407.8125454021965
a36704733a365f09211d1de341c3b208fe473638,2021-12-11,98.0.4750.0 dev,574.2696677809246,97.0a1,1569.2834616822456,136 preview,3414.9032007206433
8cf77b627349cb554596ac3f39db05ec342f5d48,2021-12-12,98.0.4750.0 dev,576.1354819654838,97.0a1,1572.1406203019524,136 preview,3419.0386568294184
fee11623a87d803799f1ec469edcbbefa7d72383,2021-12-13,98.0.4750.0 dev,576.4644736642343,97.0a1,1570.9656497147423,136 preview,3407.379907901247
7639572fddff0c83b33303de96a8f33feb3dc9f4,2021-12-14,98.0.4750.0 dev,574.5719924649327,97.0a1,1571.957897720249,136 preview,3414.365783631873
4bef28d11b75e7eef272557f713053b90daa8185,2021-12-15,98.0.4750.0 dev,584.0796326632086,97.0a1,1571.717637498645,136 preview,3418.1248929821795
3032c232153b9217bc9ef20a22a2938188dd16e6,2021-12-16,98.0.4758.9 dev,591.026292856567,97.0a1,1567.480549694977,136 preview,3417.913729008712
60618ec54b659bbd5b800f9a12a341674c45139c,2021-12-17,98.0.4758.9 dev,595.2610970963724,97.0a1,1571.99263750249,136 preview,3411.3700455346766
6259400ce70fd41d25bcf5db624a04db854f304e,2021-12-18,98.0.4758.9 dev,588.5987289066753,97.0a1,1563.9238931480606,136 preview,3420.386700638841
22f29564bb82b407aeaf6507c8efffdbd51b9974,2021-12-20,98.0.4758.9 dev,593.6229161426087,97.0a1,1568.573460851209,136 preview,3417.520393746502
6dae489b6f4af4025096fca9fb60883c3ef67d03,2021-12-21,98.0.4758.9 dev,596.7615356107143,97.0a1,1581.7080900523492,137 preview,3361.552448768514
49c973633a519d3f43a3778eb0d913604c719336,2021-12-22,98.0.4758.9 dev,594.4145099179891,97.0a1,1577.481021048945,137 preview,3379.7737439752254
0bb883967c888261a8372923fd61eb5ad14305b2,2021-12-23,98.0.4758.9 dev,596.4337764116826,97.0a1,1581.2686566615314,137 preview,3359.662925217788
7299c69064f5995c5288234d42846056be24e67f,2021-12-25,98.0.4758.9 dev,593.4546714723151,97.0a1,1581.398610072997,137 preview,3362.6909751052276
277411f6872b70b83930f75650f9c2e78df794bf,2021-12-26,98.0.4758.9 dev,598.480222641142,97.0a1,1580.8407428213004,137 preview,3382.9534013320504
589f7496e18304c381ea28e7c3896cc05edf20c6,2021-12-29,98.0.4758.9 dev,593.7790723802322,97.0a1,1575.1741173508067,137 preview,3360.717940649261
bae9f5377d7606f0fcf896115afb0a20b5d11145,2021-12-30,98.0.4758.9 dev,593.3658393134668,97.0a1,1580.9817942358175,137 preview,3364.2635639009923
177fca12c217d38688c1e96cfa7fe27f6f34ea4c,2021-12-31,98.0.4758.9 dev,597.0051185368058,97.0a1,1577.5186079495938,137 preview,3375.3731604519335
e31b68f19b97c7e7040e40334f96802bf9b77f6d,2022-01-02,98.0.4758.9 dev,597.1660370400486,97.0a1,1581.3447861517377,137 preview,3356.768098223369
b7a701ae2e491e869f26c93e89e7a9e45d2c4671,2022-01-03,98.0.4758.9 dev,595.5285840766531,97.0a1,1579.4335590226715,137 preview,3347.4516905861847
38bb5f6b0ed5466470a26eebb74d5a433951dcad,2022-01-04,98.0.4758.9 dev,602.2852568001554,97.0a1,1573.8184525897775,137 preview,3352.566973415283
0b5961fa2326a4d3c3ebedba24f2ba34206ca460,2022-01-05,98.0.4758.9 dev,600.7663443087807,97.0a1,1577.6749287328375,137 preview,3354.7521427437464
8dc492b9b59d6e6d2998c0324adf1aa39738e8c6,2022-01-06,98.0.4758.9 dev,602.8337364427032,97.0a1,1582.5823726772064,137 preview,3347.3190344019654
702005612e952ac17b1983ce7b8c3e4d91cc2b2c,2022-01-07,98.0.4758.9 dev,603.6080249117953,97.0a1,1581.1541836766905,137 preview,3349.9427514000645
ba3997e9f9a2f10a00688061f785d4c9b70cc5d5,2022-01-08,98.0.4758.9 dev,605.5667551277498,97.0a1,1586.8386038709425,137 preview,3355.620875120991
c4106d20676e7e8f76981c5e6e8c6855842a855e,2022-01-09,98.0.4758.9 dev,604.2626379953999,97.0a1,1583.5382466536128,137 preview,3350.2793468859354
817a0a463101c451223c6f67d1298858694e8af8,2022-01-10,98.0.4758.9 dev,603.8423880704471,97.0a1,1582.9230836502877,137 preview,3353.2924197845005
c6127c0c94f4d614ee3774170d6e52b6e445c0c2,2022-01-11,98.0.4758.9 dev,605.5109210400046,98.0a1,1582.4938179417916,137 preview,3388.1824965877754
7915bc605347950da0a0af3707a788048a08ff3c,2022-01-12,99.0.4818.0 dev,581.7684198268067,98.0a1,1583.9626238348162,137 preview,3408.451131291797
87d725fc52e552925e3f89b16ce72cd8010716b6,2022-01-13,99.0.4818.0 dev,584.2373594479222,98.0a1,1585.3006803486971,137 preview,3413.5428797850336
a562bd31e322a2f2433a079aabaa337b5809fddf,2022-01-14,99.0.4818.0 dev,583.253728102457,98.0a1,1586.1136964658615,137 preview,3397.648689865313
1dd414c79616489ea021c800eb0375a709e8114e,2022-01-15,99.0.4818.0 dev,578.236198043795,98.0a1,1585.0372823061066,137 preview,3431.4890623903457
ba48453d52bb878769bb7415d5e98e90f55c5921,2022-01-17,99.0.4818.0 dev,582.5186749346175,98.0a1,1584.5953314087558,137 preview,3425.3964619843205
2f7da96862bbad34451f6d828aafdb50c6fa796e,2022-01-18,99.0.4818.0 dev,586.483297221316,98.0a1,1586.5304254879454,137 preview,3398.358539792671
a2c1892f1ebc323143c7c6414ca7aaea98579596,2022-01-19,99.0.4818.0 dev,588.2333490665027,98.0a1,1586.0006080930784,137 preview,3426.5941450524024
fdb441a036fae9246b9f7348778a41e2d233f5c5,2022-01-20,99.0.4818.0 dev,590.9839563915675,98.0a1,1580.4558362622206,137 preview,3415.148401126703
87b2b17877dde6301a7bafc9b00e6d2921df6d7a,2022-01-21,99.0.4818.0 dev,657.4638610089689,98.0a1,1625.7761746629067,138 preview,3197.430239196381
da87c9bcf5c98bde906824b14b44a7722c9131b2,2022-01-22,99.0.4840.0 dev,651.8955996933686,98.0a1,1611.3799642361585,138 preview,3211.185988853383
b66131d1e5f03923033e56393ddc9cb446448428,2022-01-24,99.0.4840.0 dev,648.7452127449963,98.0a1,1531.3782234280027,138 preview,3214.688742763809
a32b0d31adb0bd408a1c0914758618ca8b96fdd9,2022-01-27,99.0.4840.0 dev,650.2979211633052,98.0a1,1534.8447657420402,138 preview,3225.7991292138063
62beeebc8ab75668108d389b6be129e267985395,2022-01-28,99.0.4844.11 dev,654.5440806683749,98.0a1,1558.2558663850573,139 preview,3064.54523321743
3c814c3451fd04406961a1e94ebc564d28dc77b2,2022-01-29,99.0.4844.11 dev,658.3628729244865,98.0a1,1556.5811697244844,139 preview,3034.056330910429
12605b634d1e307ede2722726957d32c3afc10b6,2022-01-30,99.0.4844.11 dev,660.4879143730591,98.0a1,1552.6634071163878,139 preview,3033.271047295811
29ce70d915127aa93b53de99665c4503784b3e98,2022-01-31,99.0.4844.11 dev,660.1340135488233,98.0a1,1563.6239989760213,139 preview,3037.457328692493
b9507fa70c36f320336f5e43448420865a085195,2022-02-01,99.0.4844.16 dev,660.2480425370264,98.0a1,1546.1835818859731,139 preview,3065.855878580059
0598a5629ea4f8d408e6df0fdca7eab23cc1fbf0,2022-02-02,99.0.4844.16 dev,659.439189716986,98.0a1,1548.1134667845856,139 preview,3059.45445934799
a9f3552a2b771569201879ef14b0353883f258f5,2022-02-03,99.0.4844.17 dev,657.578192050932,98.0a1,1560.3745009946056,139 preview,3076.181322677024
d6608a62788dd7c1595b73135d12fc6fb15f2b13,2022-02-04,100.0.4867.0 dev,661.0434826771663,98.0a1,1556.3518215218648,139 preview,4516.399004113617
cedf63f5a3921c22e0763a3a7a69681fce98101b,2022-02-05,100.0.4867.0 dev,665.9065478310712,98.0a1,1560.3266672381171,139 preview,4524.734687995024
7f8942c429a66fa5225d2b9cebcf72d09afd9b14,2022-02-06,100.0.4867.0 dev,664.1178003360815,98.0a1,1561.8874060043825,139 preview,4501.387351709245
ba2fedf81ef53da873735b5f14ddbac97cd1708d,2022-02-07,100.0.4867.0 dev,662.283245226952,98.0a1,1554.5478551383146,139 preview,4496.809042050054
062ef248c8be97744796bc8cd5909252c7c529cd,2022-02-08,100.0.4867.0 dev,658.3486244434902,99.0a1,1560.1261797949364,139 preview,4517.879011784632
548084cb97df8f2389726faa859ea785d0e76daa,2022-02-09,100.0.4867.0 dev,661.5880276129835,99.0a1,1558.8715591209177,139 preview,4531.263176725165
c77bb4428e854434e0042efa755a209a609e759a,2022-02-10,100.0.4867.0 dev,659.5779637024237,99.0a1,1557.634621266349,139 preview,4524.615445972221
fec5e6ffebff555362a861ca8221911c7dcaf7fb,2022-02-11,100.0.4878.0 dev,671.9857162043944,99.0a1,1567.3961697831612,140 preview,4465.406139984101
4ad9284846e4c7f55cf72bd694cbd7b4364122e0,2022-02-12,100.0.4878.0 dev,671.0293540423071,99.0a1,1565.716259502572,140 preview,4475.939353188002
0cc0ea7fadbcc2e1b534c49abdd17a19932d244f,2022-02-14,100.0.4878.0 dev,672.861202508751,99.0a1,1562.4167618264644,140 preview,4475.938815413923
31e5e697f41a89e1a8f4b65acd015e78dca64785,2022-02-15,100.0.4878.0 dev,672.6045328458878,99.0a1,1570.136415918017,140 preview,4496.632013479737
c4685f7e4b654d5ee7a1b37466286e782747d2b9,2022-02-17,100.0.4892.0 dev,667.139489540938,99.0a1,1572.8650008123939,140 preview,4471.5658484141095
fd7bc357005c4f85fb73872fd841086c98f75cb3,2022-02-18,100.0.4892.0 dev,665.5887975376033,99.0a1,1572.551419967348,140 preview,4469.602812331853
bcd50cef2961984081ea05c21b62d9c3d2c1c83a,2022-02-19,100.0.4892.0 dev,666.6683031952082,99.0a1,1573.0697478750867,140 preview,4482.246464629523
c97ba98da7aca03077fc43a9d908aa150b6af644,2022-02-21,100.0.4892.0 dev,667.4158492043911,99.0a1,1569.6182816178948,140 preview,4476.363236308568
